label,youtube_id,time_start,time_end,split
somersaulting,Bbt3AmL2BAU,15,25,validate
breading or breadcrumbing,Bc2iSXI37jk,146,156,validate
playing cello,BcRFkIFnkrg,169,179,validate
playing clarinet,BcTqDYzKNvE,23,33,validate
vault,BcWB55fhQgc,1,11,validate
shaking head,Bchh2rWnSUY,0,10,validate
playing guitar,Bd0dqJ1ac0w,6,16,validate
massaging back,BdL_aocA0FA,202,212,validate
snowmobiling,BdMMVJE68WY,106,116,validate
arm wrestling,BdMiTo_OtnU,24,34,validate
eating doughnuts,BdS2tF_ZV-A,3,13,validate
exercising with an exercise ball,BdUJ7G6l86Q,31,41,validate
unboxing,BdejysmsL-A,4,14,validate
arranging flowers,BdmLB7IdGrk,4,14,validate
throwing discus,Be2wr7V430I,9,19,validate
shaving legs,Be3L2e7HN54,336,346,validate
carrying baby,Be4hwJOMK2k,3,13,validate
jetskiing,Be59Cot2yGI,233,243,validate
kitesurfing,BeAaZ5z4SjA,20,30,validate
snowmobiling,BeWV1TmeUMI,231,241,validate
eating watermelon,BeWXixoIYKQ,2,12,validate
bartending,Bedt6pQucJ0,21,31,validate
drinking beer,BetKhiZ1WH0,2,12,validate
playing kickball,Bf-hpUhA_SM,81,91,validate
skydiving,BfIr1oCA1Ag,142,152,validate
doing laundry,BfQBoGSK4yQ,63,73,validate
snorkeling,BfvLrqzWUIU,80,90,validate
playing squash or racquetball,Bg1EpavUsPM,7,17,validate
petting cat,BgAm_L544l4,83,93,validate
marching,BgOoJsdK-xQ,3,13,validate
fixing hair,Bg_Bu1r5C2M,24,34,validate
climbing a rope,BgtsN1zeFWA,92,102,validate
drinking beer,Bgx-GQumPI4,14,24,validate
washing hair,BhU4HGJ2q4s,4,14,validate
skydiving,BhX34zRo_X4,303,313,validate
playing controller,BhaIwy7bhbI,81,91,validate
egg hunting,Bhh6SXsbjk8,298,308,validate
sneezing,Bho0Y09F8Mc,5,15,validate
testifying,BhsWYHkVxe0,366,376,validate
folding napkins,BhzWVe4IObw,8,18,validate
passing American football (not in game),Bi3hP8GZ7lo,0,10,validate
canoeing or kayaking,Bi5SWEY6uH8,34,44,validate
abseiling,BiKRPPjAzvw,17,27,validate
playing tennis,BiPEqlFe9uA,24,34,validate
testifying,Bicb5LxQpoE,89,99,validate
ice skating,BieCxR3Z3UQ,9,19,validate
eating cake,BiuX8Y2JfKY,6,16,validate
eating doughnuts,Bj2qJyBMT6M,15,25,validate
using remote controller (not gaming),Bj7_KWKEXp8,46,56,validate
folding napkins,BjD1OkYYtOg,1,11,validate
shooting basketball,BjFTngjxqnE,64,74,validate
cleaning toilet,BjS2g1oZj_s,65,75,validate
slacklining,Bjco_Ec6o18,10,20,validate
reading newspaper,Bjsg5MmY0y4,2386,2396,validate
kicking soccer ball,BkMiu4DsJ_c,0,10,validate
massaging back,BkP_f7PBXho,3,13,validate
dancing ballet,Bki_EicToJY,67,77,validate
climbing tree,BklJ8o8r_QQ,2,12,validate
playing trumpet,Bku1HQeIzK0,119,129,validate
belly dancing,Bku4waXc93M,1156,1166,validate
dunking basketball,Bl28qY8T6NA,45,55,validate
ironing,Bl95hoOv_GY,218,228,validate
pumping fist,BlHNGhui6LA,21,31,validate
dancing charleston,BlNlJLZb1To,81,91,validate
tasting beer,BlRsWeiFhYo,18,28,validate
stomping grapes,BlXpGhnUPqg,16,26,validate
mopping floor,BlqvJvCjhIY,79,89,validate
spraying,BlwlkTPikLY,142,152,validate
sniffing,BlzymIXXC7E,10,20,validate
dancing macarena,Bm1oOm6CptE,3,13,validate
skiing slalom,Bm6RhvexHnc,20,30,validate
holding snake,BmcleH_ubAo,2,12,validate
auctioning,BmoYmHfqbRE,138,148,validate
riding scooter,Bn-3pjFbigQ,25,35,validate
sweeping floor,Bn5x_pup3Ko,17,27,validate
wrapping present,Bn6zdyCAwJs,52,62,validate
clay pottery making,BnXlPP-Knq8,5,15,validate
playing flute,Bnj3mVn7kac,265,275,validate
playing harmonica,Bnr_xmh3Od4,13,23,validate
garbage collecting,Bo-k6v4Q18k,65,75,validate
doing laundry,BoCZ3c7PZik,3,13,validate
trapezing,BoJCCgEtBVE,9,19,validate
playing bass guitar,Bobkw016yr0,41,51,validate
dancing charleston,BogAhEjEJiM,127,137,validate
catching or throwing frisbee,BpjfZYjF7W0,49,59,validate
swimming breast stroke,BplZKBmpXIg,16,26,validate
slapping,BqEQdy_IMeY,0,10,validate
checking tires,BqX7dCrqAyA,37,47,validate
punching person (boxing),BqdjAlbg9XE,21,31,validate
running on treadmill,BrKuhHIHccg,49,59,validate
egg hunting,BrMIOUeQKqU,51,61,validate
surfing water,BrmGqgEtitM,99,109,validate
dodgeball,Brslw-rolvg,22,32,validate
checking tires,BrswDIf9Gmc,109,119,validate
bungee jumping,Bsf3wxPNt9o,0,10,validate
changing oil,BsgM6IM9_Zw,114,124,validate
tickling,Bt0kmp3D3WA,2026,2036,validate
strumming guitar,BtYA4jmNUDc,58,68,validate
yawning,BtuHXqEu75E,88,98,validate
vault,Bu9cLA8a52A,88,98,validate
bungee jumping,BuEmYDpsrqk,130,140,validate
making snowman,BuNbUVsQaLA,67,77,validate
sneezing,BuZdSvfZvaM,492,502,validate
kissing,Budev0FmDZw,251,261,validate
kicking field goal,BulryAJv1oA,1,11,validate
eating carrots,BvHv6ZWEj4g,3,13,validate
carrying baby,BvN83jOKUl8,102,112,validate
zumba,BvO4NNTw7Ks,94,104,validate
massaging feet,BwMKdpNAmy4,90,100,validate
cleaning floor,BwkLEegT1Ps,3,13,validate
writing,Bx7yPCR2RGo,266,276,validate
parasailing,BxLfioHt5dQ,542,552,validate
pumping gas,BxOrsMjrz84,81,91,validate
making a cake,BxVfS2g99Lg,457,467,validate
playing poker,BxWyJwyGEjk,8,18,validate
eating carrots,By1lQRot9eo,35,45,validate
long jump,By4aBkCC3js,2,12,validate
pull ups,By6Q1K6y1-4,0,10,validate
cutting watermelon,ByCkFiCJVP0,14,24,validate
hurdling,BzGQQfDpcfY,19,29,validate
pushing cart,BzRbZis9ZsA,1,11,validate
riding elephant,BzSOA6_7YbY,8,18,validate
jogging,BzfCfmM71XY,22,32,validate
juggling balls,C-AOi2aAPvc,41,51,validate
blowing out candles,C0J6EQYYLzI,0,10,validate
throwing ball,C0KAzP1oAQg,0,10,validate
abseiling,C0VVxIhDp9Q,21,31,validate
using remote controller (not gaming),C0iEsvqb8J4,0,10,validate
playing trombone,C0pXMlJYP-0,127,137,validate
cleaning pool,C15UXKIXTVU,156,166,validate
tying tie,C15qK3MFWLk,1,11,validate
kicking field goal,C1P4JPvDlj8,4,14,validate
pull ups,C1yLT-4rwqA,0,10,validate
shaving head,C2F9hfIMSTc,61,71,validate
drumming fingers,C38hpf0agbo,58,68,validate
making bed,C39LcITrl2g,117,127,validate
tasting beer,C3EeVCs40yY,80,90,validate
climbing ladder,C3EwcscJQ1I,2,12,validate
cooking sausages,C3G4fMnA7ag,42,52,validate
disc golfing,C3ihyQVPCKU,5,15,validate
golf driving,C3l5Lmaghr8,65,75,validate
washing dishes,C3p5Qr_hMP0,19,29,validate
bench pressing,C4-ZQjH2tNM,37,47,validate
sanding floor,C4BoS9SmMrs,7,17,validate
extinguishing fire,C4G5Md3vDm8,40,50,validate
playing volleyball,C4RXDYobmfA,15,25,validate
playing violin,C4UOVtrzqM4,10,20,validate
riding a bike,C4_fYhdrSxs,82,92,validate
making jewelry,C4dltoCC-LY,340,350,validate
arm wrestling,C4lCVBZ3ux0,28,38,validate
passing American football (not in game),C591rAFWwPk,98,108,validate
motorcycling,C5C3mofZzEM,145,155,validate
holding snake,C5MfU5zeudI,14,24,validate
applying cream,C5Yqp_3ROlE,2,12,validate
presenting weather forecast,C5Z1sRArUR0,144,154,validate
kicking field goal,C5hxIrUIgy8,13,23,validate
changing wheel,C5wxxre5WG4,368,378,validate
eating spaghetti,C5yTd8hS6AY,39,49,validate
cleaning toilet,C65PyfZPsRM,43,53,validate
water skiing,C6kWeTyMH5U,3,13,validate
giving or receiving award,C6mHL_-jSGc,19,29,validate
skipping rope,C6rMq3kjz1A,23,33,validate
mopping floor,C6wnR2RphMs,29,39,validate
swimming butterfly stroke,C79cOfgVY78,84,94,validate
carving pumpkin,C7KAp4KqabU,285,295,validate
hitting baseball,C7icGyrdROM,6,16,validate
bending back,C7okhbC3viU,1,11,validate
whistling,C7t8KPoyMVM,52,62,validate
golf driving,C8H4iQ2s4Ig,86,96,validate
clapping,C8_OReDn5OY,9,19,validate
climbing a rope,C8_aYXTrthw,50,60,validate
playing piano,C9boKvSr3kU,15,25,validate
country line dancing,C9g1gkxhmuU,46,56,validate
playing saxophone,C9jFsikga4Y,148,158,validate
riding or walking with horse,C9pFs8sDARw,218,228,validate
tossing salad,CA-RJO-X1xE,160,170,validate
playing organ,CAmUzqXTgMo,153,163,validate
holding snake,CAmgCqrRloI,18,28,validate
making tea,CAtgKuqiWUc,104,114,validate
assembling computer,CB1iIWtDpSI,431,441,validate
waxing eyebrows,CB5T4hJJxiI,309,319,validate
drop kicking,CB8NeD_dzzs,11,21,validate
javelin throw,CBE51_84bwI,3,13,validate
abseiling,CBL6uetTPHg,89,99,validate
making pizza,CBrmzvOGkeA,45,55,validate
skipping rope,CBsQM6oSaPQ,198,208,validate
cracking neck,CC3oPUeWhsY,0,10,validate
playing ukulele,CCiiothB_Zw,0,10,validate
cartwheeling,CDIyErzttyg,79,89,validate
clean and jerk,CD_GR-Q-f5E,27,37,validate
shot put,CD_qMvxjnR8,0,10,validate
surfing water,CDssc5DEun4,90,100,validate
throwing discus,CE8mTMVS13k,2,12,validate
playing bass guitar,CEEzZz1TJ64,55,65,validate
taking a shower,CEtzwMzIGJQ,46,56,validate
grinding meat,CEwMerhFSBU,7,17,validate
chopping wood,CF6Q5ojrAJo,0,10,validate
bookbinding,CFIl5wrR21o,111,121,validate
wrestling,CFLYr9t7oVs,23,33,validate
hitting baseball,CFjNxCZhn_8,14,24,validate
unboxing,CFojlfPTomU,6,16,validate
jetskiing,CFpHqwGvdrg,0,10,validate
parasailing,CFvE-66exOk,18,28,validate
eating doughnuts,CFvJ-KuSgcg,1,11,validate
making a cake,CG6vspQzu1E,180,190,validate
building cabinet,CG9DKR4lPC0,1821,1831,validate
testifying,CGAOCOEEwEQ,221,231,validate
swimming breast stroke,CGD0y60W9gs,18,28,validate
high jump,CGhHYqKLbGc,0,10,validate
peeling potatoes,CGn5KMLiNYU,13,23,validate
picking fruit,CHSnhFoVYAo,68,78,validate
eating watermelon,CHZXLS-gi9o,7,17,validate
ski jumping,CIrGNYaAs1w,1,11,validate
rock scissors paper,CJ3BEg7eidk,42,52,validate
bouncing on trampoline,CJ4-zM_9AHI,56,66,validate
catching or throwing softball,CJeOTKugkX8,2,12,validate
clay pottery making,CJfPoDBnOHA,50,60,validate
swimming breast stroke,CJo3gc8gZ0s,2,12,validate
playing chess,CK4pgYmAHvE,165,175,validate
belly dancing,CK9pliGQiOs,219,229,validate
krumping,CKNTeuDS744,59,69,validate
spraying,CKqsKhoJpOY,140,150,validate
yawning,CLTvIsDJ5no,1,11,validate
headbutting,CLfvN3g7reA,2,12,validate
kissing,CLj3aDyprzE,10,20,validate
balloon blowing,CLmzXvwy-uA,44,54,validate
driving car,CLuayLlBOEY,64,74,validate
long jump,CM2r6Btn0Ms,12,22,validate
playing cymbals,CM9op_5b0VE,133,143,validate
skipping rope,CMVFSoI5Dlw,326,336,validate
exercising arm,CMoPTL4QaR4,6,16,validate
tying knot (not on a tie),CMy13OmJLvY,158,168,validate
riding unicycle,CNZmV3bpNSA,42,52,validate
playing trombone,CNlM598hkeg,631,641,validate
ski jumping,CNpHKOLzQ_I,6,16,validate
golf chipping,CNu62Ac_NAw,127,137,validate
beatboxing,CNy2f7f_gxg,81,91,validate
fixing hair,COGhdOWHsKg,197,207,validate
catching or throwing softball,COIqoei564c,10,20,validate
playing bagpipes,COjYi31B7G0,18,28,validate
parasailing,COnYleGIBw0,25,35,validate
cooking on campfire,COpSkp-tfhI,2,12,validate
tasting food,COrYGNIyI7Y,230,240,validate
feeding fish,COt7XJzaokc,8,18,validate
climbing ladder,CPOL0ueBo4U,10,20,validate
shaking hands,CPh2bwhQFQQ,22,32,validate
rock climbing,CQ1_ovjb-Ho,258,268,validate
news anchoring,CQQdq5mfl10,270,280,validate
feeding goats,CQVEb9xLogE,4,14,validate
krumping,CQfl-rHZrm4,45,55,validate
situp,CQh6_8biAzc,0,10,validate
doing nails,CQiKFPAZ9wY,3,13,validate
massaging legs,CQyrBIhsu5Y,5,15,validate
abseiling,CQzUU7-cVck,6,16,validate
shuffling cards,CR-3nM2Otqg,89,99,validate
catching or throwing baseball,CR0PV8jmGqg,3,13,validate
slapping,CRVyiuf54lw,3,13,validate
crawling baby,CR_3tjerNNs,41,51,validate
playing poker,CRmi8FHcYzg,13,23,validate
country line dancing,CSHnDKV8yBI,53,63,validate
cutting watermelon,CSIKgm1nVBk,48,58,validate
moving furniture,CSMEQvz-OUc,1,11,validate
air drumming,CSz0mcaxur4,7,17,validate
driving car,CTRKxtzvWq8,131,141,validate
busking,CU6MFCvEct0,16,26,validate
water sliding,CUJ1dgSalaU,79,89,validate
presenting weather forecast,CUWzk0dfkt0,82,92,validate
ski jumping,CU_wgmnM3dg,20,30,validate
parasailing,CUuVjP03lj4,5,15,validate
canoeing or kayaking,CVVl8eqNu6Q,59,69,validate
grinding meat,CVc9zt4HUJg,199,209,validate
sticking tongue out,CVcpdPympkg,0,10,validate
salsa dancing,CVdXb-pHwJc,310,320,validate
dancing gangnam style,CWR58F43-Mc,22,32,validate
running on treadmill,CWqA2qXbdZ0,17,27,validate
petting animal (not cat),CX-WRbXJTEQ,1,11,validate
using segway,CX5ahdAU5Rs,0,10,validate
cheerleading,CXC3mTNNQu4,250,260,validate
playing cards,CXELciMTioU,191,201,validate
playing keyboard,CXPpgR3wSGg,2,12,validate
passing American football (in game),CXeq7GiuePY,16,26,validate
grooming dog,CXiVTwPsgGw,3,13,validate
feeding goats,CXzyXAV4Mhs,36,46,validate
crossing river,CY26VGQ7t1E,18,28,validate
making tea,CY7MQVksZ_U,346,356,validate
waxing eyebrows,CYdC-BWYqm4,848,858,validate
grooming horse,CYf1RQb_8Ss,95,105,validate
shining shoes,CYug9qeIx20,20,30,validate
ice climbing,CZ1bBgR_P2c,98,108,validate
country line dancing,CZNQfolOAhs,137,147,validate
situp,CZOroZ61VSg,0,10,validate
eating hotdog,CZezk_EbMOY,107,117,validate
trimming or shaving beard,CZfe0PkjvA4,25,35,validate
surfing water,CZtMKdIWUdM,775,785,validate
whistling,CZykUx8OAbU,67,77,validate
lunge,C_1CUXYnSrg,15,25,validate
smoking hookah,C_QP4vOVTrE,164,174,validate
lunge,C_WMx0nlC58,4,14,validate
tapping pen,C_XLgnM4oMs,21,31,validate
biking through snow,C_tBi619ORw,1,11,validate
clay pottery making,Ca-r3s8t1kU,55,65,validate
shaking hands,Ca054foMBZ4,31,41,validate
snowboarding,CaTS2HVYLbE,368,378,validate
unloading truck,CabL1hLMEHY,380,390,validate
tapping guitar,Caduqe8W8R0,117,127,validate
ironing,CbEZDFUyYC0,146,156,validate
making bed,CbLByi9_w6k,153,163,validate
drinking beer,CbOTAir5zbQ,26,36,validate
zumba,CbWTvVA6iDw,4,14,validate
riding mountain bike,Cbyf8gaDUYQ,101,111,validate
flipping pancake,Cc8VMMrVrxg,5,15,validate
cleaning toilet,CcC0oqv8WdM,19,29,validate
disc golfing,CcUS8lV9cvI,34,44,validate
playing ukulele,CcVJcZ4Nnak,6,16,validate
shredding paper,Cd0O3KBY2xY,3,13,validate
playing paintball,CdKqPYN7Wdk,96,106,validate
sled dog racing,CdpUfCli4ys,49,59,validate
welding,CeYbQX8Q-ao,81,91,validate
dying hair,Ceaki4_KfK8,398,408,validate
gymnastics tumbling,CewC3deBFCs,81,91,validate
applying cream,CeytOatOhNY,382,392,validate
juggling soccer ball,CfBw_K62pxw,75,85,validate
situp,CfE7JfVyrRA,6,16,validate
dying hair,CfTVaWwT0Y8,417,427,validate
making a sandwich,CfTfaskeyCs,26,36,validate
brushing hair,CfaunD-wk9o,76,86,validate
petting cat,CfeTpqt937k,3,13,validate
playing cards,Cfn58dShvlg,44,54,validate
weaving basket,CfsaNIiXSaE,133,143,validate
brushing teeth,CfyiD_4zIyY,113,123,validate
strumming guitar,Cg-exRi1Qec,0,10,validate
climbing a rope,CgLTCG4FPrA,9,19,validate
dancing gangnam style,CgRxzu3r7LQ,59,69,validate
parkour,CgVB42ds5uM,7,17,validate
jumping into pool,CgbXcHEt_iE,0,10,validate
skiing slalom,Ch_wt_nV2k4,702,712,validate
bandaging,CiSoUHVR7UM,0,10,validate
dancing macarena,CiTHS0W9vkg,47,57,validate
fixing hair,Cj-ApXd_-CU,82,92,validate
archery,CjMcGn6C3h0,3,13,validate
changing oil,CjPFvpwoKxI,26,36,validate
playing cymbals,CjYMUt6XRI4,150,160,validate
dribbling basketball,CjiJdgoW5Io,74,84,validate
triple jump,CkMMUHV8n64,3,13,validate
stomping grapes,CkcNxKM9Ls4,31,41,validate
playing saxophone,Cklo421HB2A,24,34,validate
high jump,Cl55jmy9OHo,13,23,validate
unloading truck,Cl5JTEWIPeI,0,10,validate
stomping grapes,CleMerIJYHk,165,175,validate
exercising arm,ClhZtmLnuYc,4,14,validate
throwing discus,ClkSJavnIUo,0,10,validate
laughing,ClkbGHCRcn8,45,55,validate
doing aerobics,CltXZfHfNvM,271,281,validate
reading book,CmdAnab0vQ4,9,19,validate
hurling (sport),CnA3Axkjj6A,238,248,validate
cleaning gutters,CnAoO2kG8sM,76,86,validate
blasting sand,CnHJ8n2lMs8,66,76,validate
strumming guitar,CnKxalTehWg,298,308,validate
tai chi,CnsOEEuyrrI,144,154,validate
shot put,CoCW9QR4BSk,64,74,validate
water sliding,CoIUJMIyFyM,12,22,validate
shot put,CoKNZ1rfcOE,2,12,validate
using remote controller (not gaming),CoMT7XJksjI,52,62,validate
washing hands,CoPktawvFyw,509,519,validate
brush painting,Coih_-y4tVw,544,554,validate
grinding meat,CokicjJFHnY,13,23,validate
shooting basketball,CpGPWXaPbKo,30,40,validate
applauding,CpeXj_A8YKY,38,48,validate
punching bag,CqYuHYebpAI,15,25,validate
